"","id","t","res","obs","culls","scares","tend_crops","cull_cost","scare_cost","yield"
"4420",195,4,1306,1587.3,0,713,37,106,10,9422
"4421",195,5,1455,1814.06,750,0,0,10,20,9422
"4422",195,6,852,1541.95,750,0,0,10,20,NA
"4423",195,7,321,430.839,0,28,694,65,20,NA
"4424",195,8,343,408.163,0,28,694,65,20,NA
"4425",195,9,388,476.19,0,19,712,65,20,NA
"4426",195,10,436,566.893,0,16,717,65,20,NA
"4427",195,11,513,634.921,0,41,668,65,20,NA
"4428",195,12,569,884.354,0,44,662,65,20,NA
"4429",195,13,622,680.272,0,1,746,65,34,NA
"4430",195,14,710,861.678,0,0,750,65,34,NA
"4431",195,15,800,1201.81,0,1,746,65,34,NA
"4432",195,16,913,1111.11,0,1,746,65,34,NA
"4433",195,17,1024,1043.08,0,1,746,65,34,NA
"4434",195,18,1162,1201.81,0,1,742,65,34,NA
"4435",195,19,1299,1179.14,0,0,750,65,34,NA
"4436",195,20,1473,1723.36,0,1,746,65,34,NA
"4437",195,21,1678,1655.33,0,1,746,65,34,NA
"4438",195,22,1902,2108.84,0,0,749,65,34,NA
"4439",195,23,2146,2222.22,0,1,745,65,34,NA
"4440",195,24,2428,2312.93,0,0,750,65,34,NA
"4441",195,25,2768,2585.03,NA,NA,NA,NA,NA,NA
"4442",196,1,982,884.354,4,0,1179,50,45,9511.75
"4443",196,2,972,952.381,0,717,196,99,14,9520.69
"4444",196,3,991,793.651,0,1132,68,106,10,9524.38
"4445",196,4,1014,725.624,0,1155,45,110,10,9517.81
"4446",196,5,1064,725.624,600,0,0,20,30,9517.81
"4447",196,6,563,453.515,0,0,1199,50,30,NA
"4448",196,7,574,521.542,0,0,1200,50,30,NA
"4449",196,8,627,680.272,0,0,1200,50,30,NA
"4450",196,9,678,770.975,0,5,1185,50,30,NA
"4451",196,10,762,725.624,0,0,1200,50,30,NA
"4452",196,11,838,997.732,0,0,1200,50,30,NA
"4453",196,12,907,975.057,0,0,1200,50,30,NA
"4454",196,13,984,907.029,0,0,1200,50,30,NA
"4455",196,14,1091,1201.81,0,0,1200,50,30,NA
"4456",196,15,1183,1179.14,0,7,1177,50,30,NA
"4457",196,16,1282,1020.41,0,7,1177,50,30,NA
"4458",196,17,1381,1224.49,0,7,1179,50,30,NA
"4459",196,18,1456,1247.17,0,24,1137,50,25,NA
"4460",196,19,1579,1700.68,0,24,1136,50,25,NA
"4461",196,20,1680,1519.27,0,24,1136,50,25,NA
"4462",196,21,1801,1632.65,0,0,1199,50,39,NA
"4463",196,22,1907,2018.14,0,0,1196,50,39,NA
"4464",196,23,2061,2358.28,4,0,1176,50,39,NA
"4465",196,24,2242,2244.9,0,0,1200,50,39,NA
"4466",196,25,2414,2471.66,NA,NA,NA,NA,NA,NA
"4467",197,1,1008,1201.81,29,1,1523,39,41,9510.25
"4468",197,2,1064,1224.49,0,1616,34,110,10,9511
"4469",197,3,1180,861.678,0,56,1510,94,23,9491.12
"4470",197,4,1315,1020.41,0,1443,58,109,11,9429
"4471",197,5,1444,975.057,5,0,1630,40,30,9429
"4472",197,6,1761,1043.08,0,0,1649,40,30,NA
"4473",197,7,1939,1405.9,3,0,1635,40,30,NA
"4474",197,8,2158,1904.76,3,0,1635,40,30,NA
"4475",197,9,2353,2199.55,2,3,1633,40,30,NA
"4476",197,10,2646,2358.28,7,4,1608,40,30,NA
"4477",197,11,2949,3174.6,13,1,1595,40,30,NA
"4478",197,12,3339,3492.06,4,1,1630,40,30,NA
"4479",197,13,3800,3673.47,2,9,1611,40,30,NA
"4480",197,14,4305,4104.31,4,2,1625,40,30,NA
"4481",197,15,4764,4897.96,0,0,1649,40,30,NA
"4482",197,16,5522,5510.2,2,9,1611,40,30,NA
"4483",197,17,5900,6077.1,0,91,1443,40,22,NA
"4484",197,18,5907,5374.15,0,73,1486,40,22,NA
"4485",197,19,6009,5668.93,0,70,1488,40,22,NA
"4486",197,20,6013,5918.37,0,43,1549,40,22,NA
"4487",197,21,6066,6417.23,0,74,1480,40,22,NA
"4488",197,22,6065,5714.29,3,77,1464,40,22,NA
"4489",197,23,6006,5306.12,0,70,1491,40,22,NA
"4490",197,24,6134,5260.77,0,65,1501,40,22,NA
"4491",197,25,6082,5736.96,NA,NA,NA,NA,NA,NA
"4492",198,1,965,907.029,0,0,1348,52,34,9507.75
"4493",198,2,951,1065.76,0,68,1198,84,22,9529
"4494",198,3,930,793.651,0,1193,34,108,11,9536.12
"4495",198,4,933,1337.87,0,1317,33,110,10,9547.94
"4496",198,5,1008,1473.92,376,786,0,15,10,9547.94
"4497",198,6,697,1065.76,360,810,0,15,10,NA
"4498",198,7,368,793.651,406,741,0,15,10,NA
"4499",198,8,107,181.406,1,1,1340,50,40,NA
"4500",198,9,111,204.082,0,0,1350,50,40,NA
"4501",198,10,117,181.406,0,0,1348,50,40,NA
"4502",198,11,129,158.73,1,1,1340,50,40,NA
"4503",198,12,141,204.082,0,0,1350,50,40,NA
"4504",198,13,167,181.406,0,0,1350,50,40,NA
"4505",198,14,183,249.433,1,1,1340,50,40,NA
"4506",198,15,188,385.488,0,0,1349,50,40,NA
"4507",198,16,198,362.812,0,0,1350,50,40,NA
"4508",198,17,210,317.46,0,0,1350,50,40,NA
"4509",198,18,215,362.812,1,1,1340,50,40,NA
"4510",198,19,210,226.757,0,0,1350,50,40,NA
"4511",198,20,205,181.406,1,1,1340,50,40,NA
"4512",198,21,204,362.812,0,0,1348,50,40,NA
"4513",198,22,212,385.488,1,1,1340,50,40,NA
"4514",198,23,207,317.46,1,1,1340,50,40,NA
"4515",198,24,204,181.406,0,0,1348,50,40,NA
"4516",198,25,216,249.433,NA,NA,NA,NA,NA,NA
"4517",199,1,980,1043.08,1,1,739,49,35,9512.5
"4518",199,2,1033,1088.44,0,267,376,106,14,9518.12
"4519",199,3,1145,1632.65,0,706,44,110,10,9495.5
"4520",199,4,1270,1768.71,0,24,688,87,25,9444.38
"4521",199,5,1380,1678.01,NA,NA,NA,NA,NA,9444.38
"4522",200,1,925,952.381,40,0,769,32,46,9512.25
"4523",200,2,858,702.948,0,827,73,110,10,9548
"4524",200,3,813,770.975,0,858,42,110,10,9580
"4525",200,4,814,907.029,0,885,15,110,10,9601
"4526",200,5,853,770.975,0,0,900,60,30,9601
"4527",200,6,959,884.354,0,19,862,50,20,NA
"4528",200,7,1019,1315.19,0,26,848,40,20,NA
"4529",200,8,1085,1201.81,0,26,848,40,20,NA
"4530",200,9,1153,1065.76,0,6,884,40,22,NA
"4531",200,10,1198,1405.9,0,6,884,40,22,NA
"4532",200,11,1233,1541.95,0,26,848,40,20,NA
"4533",200,12,1323,1315.19,0,26,848,40,20,NA
"4534",200,13,1383,1088.44,0,6,884,40,22,NA
"4535",200,14,1462,1383.22,0,6,884,40,22,NA
"4536",200,15,1494,1655.33,0,26,848,40,20,NA
"4537",200,16,1565,1541.95,0,26,848,40,20,NA
"4538",200,17,1599,1609.98,0,80,762,35,17,NA
"4539",200,18,1655,1632.65,0,80,762,35,17,NA
"4540",200,19,1707,1496.6,0,110,712,32,17,NA
"4541",200,20,1777,1655.33,6,18,852,27,17,NA
"4542",200,21,1810,1678.01,84,0,690,25,17,NA
"4543",200,22,1814,1768.71,84,0,690,25,17,NA
"4544",200,23,1803,1632.65,0,164,654,25,15,NA
"4545",200,24,1956,1904.76,84,0,690,25,17,NA
"4546",200,25,1981,1995.46,NA,NA,NA,NA,NA,NA
"4547",201,1,999,1065.76,0,0,1500,54,40,9510.25
"4548",201,2,1049,725.624,0,56,1367,61,23,9513.25
"4549",201,3,1086,1156.46,0,121,1257,79,20,9487
"4550",201,4,1141,1111.11,0,174,1166,94,19,9473.5
"4551",201,5,1268,1201.81,0,5,1479,60,35,9473.5
"4552",201,6,1501,1473.92,0,0,1500,60,35,NA
"4553",201,7,1641,1405.9,780,0,10,19,35,NA
"4554",201,8,997,1269.84,178,0,1055,25,35,NA
"4555",201,9,915,1020.41,96,0,1217,29,35,NA
"4556",201,10,903,907.029,241,0,921,24,35,NA
"4557",201,11,730,1133.79,269,0,853,24,61,NA
"4558",201,12,530,861.678,271,0,848,24,89,NA
"4559",201,13,380,634.921,0,1098,69,24,13,NA
"4560",201,14,430,340.136,204,21,972,24,18,NA
"4561",201,15,281,204.082,NA,NA,NA,NA,NA,NA
"4562",202,1,1035,1179.14,12,0,552,38,40,9512.5
"4563",202,2,997,929.705,0,68,491,101,16,9495.38
"4564",202,3,993,1179.14,0,266,254,106,13,9511.5
"4565",202,4,1030,1020.41,0,452,102,109,11,9518.25
"4566",202,5,1085,1269.84,10,1,568,30,20,9518.25
"4567",202,6,1253,1360.54,22,0,534,30,64,NA
"4568",202,7,1281,1700.68,36,0,491,30,84,NA
"4569",202,8,1348,1428.57,31,0,507,30,74,NA
"4570",202,9,1450,1451.25,NA,NA,NA,NA,NA,NA
"4571",203,1,929,884.354,0,0,900,52,49,9512.25
"4572",203,2,877,1020.41,0,0,898,75,41,9546.38
"4573",203,3,815,861.678,0,0,899,86,34,9572
"4574",203,4,811,657.596,0,108,714,103,17,9601.38
"4575",203,5,849,589.569,884,16,0,10,10,9601.38
"4576",203,6,231,45.351,0,863,37,110,10,NA
"4577",203,7,237,90.703,0,863,37,110,10,NA
"4578",203,8,248,90.703,0,863,37,110,10,NA
"4579",203,9,267,136.054,0,863,37,110,10,NA
"4580",203,10,301,113.379,0,863,37,110,10,NA
"4581",203,11,319,45.351,0,863,37,110,10,NA
"4582",203,12,330,68.027,0,863,37,110,10,NA
"4583",203,13,344,113.379,0,863,37,110,10,NA
"4584",203,14,348,136.054,0,863,37,110,10,NA
"4585",203,15,360,90.703,NA,NA,NA,110,10,NA
"4586",204,1,1057,1496.6,4,0,1178,50,46,9512.88
"4587",204,2,1136,1383.22,0,100,1006,99,19,9483.12
"4588",204,3,1279,1247.17,0,1103,97,103,10,9449.5
"4589",204,4,1452,861.678,0,827,122,107,13,9384.94
"4590",204,5,1634,929.705,0,84,1032,80,20,9384.94
"4591",204,6,2008,1247.17,0,84,1032,80,20,NA
"4592",204,7,2252,1904.76,0,61,1078,80,20,NA
"4593",204,8,2547,1700.68,0,102,996,80,20,NA
"4594",204,9,2914,2063.49,0,84,1031,80,20,NA
"4595",204,10,3340,2358.28,0,90,1020,80,20,NA
"4596",204,11,3865,3174.6,0,46,1108,80,20,NA
"4597",204,12,4487,3764.17,0,61,1078,80,20,NA
"4598",204,13,5120,4421.77,0,84,1032,80,20,NA
"4599",204,14,5783,5487.53,0,84,1032,80,20,NA
"4600",204,15,5999,5510.2,0,84,1032,80,20,NA
"4601",204,16,6059,5215.42,0,46,1108,80,20,NA
"4602",204,17,6141,5464.85,0,108,982,80,20,NA
"4603",204,18,6202,5419.5,0,108,982,80,20,NA
"4604",204,19,6235,5283.45,0,84,1032,80,20,NA
"4605",204,20,6258,6167.8,0,71,1058,80,20,NA
"4606",204,21,6282,5578.23,0,91,1018,80,20,NA
"4607",204,22,6159,6281.18,0,79,1041,80,20,NA
"4608",204,23,6253,6122.45,0,84,1032,80,20,NA
"4609",204,24,6235,5827.66,0,84,1032,80,20,NA
"4610",204,25,6230,5532.88,NA,NA,NA,NA,NA,NA
"4611",205,1,1011,975.057,18,1,675,37,37,9512.88
"4612",205,2,1019,725.624,0,585,48,103,12,9505.38
"4613",205,3,1089,884.354,0,650,33,105,11,9502.25
"4614",205,4,1141,1020.41,0,582,51,108,12,9469.88
"4615",205,5,1186,1179.14,0,0,747,60,41,9469.88
"4616",205,6,1371,1065.76,0,0,750,50,41,NA
"4617",205,7,1488,1383.22,2,0,740,50,41,NA
"4618",205,8,1646,1405.9,0,0,750,50,41,NA
"4619",205,9,1814,1360.54,0,0,750,50,39,NA
"4620",205,10,1927,1700.68,2,0,738,50,39,NA
"4621",205,11,2082,1723.36,0,0,749,50,39,NA
"4622",205,12,2283,2018.14,5,0,723,50,39,NA
"4623",205,13,2452,2471.66,9,0,715,38,39,NA
"4624",205,14,2653,2426.3,0,0,749,38,39,NA
"4625",205,15,2869,2630.39,13,0,697,38,39,NA
"4626",205,16,3013,2562.36,11,1,700,38,39,NA
"4627",205,17,3281,3333.33,7,0,719,38,39,NA
"4628",205,18,3571,2993.2,2,0,741,38,39,NA
"4629",205,19,3875,3537.42,0,0,750,73,39,NA
"4630",205,20,4161,4285.71,0,0,750,73,39,NA
"4631",205,21,4521,4920.63,0,0,750,73,39,NA
"4632",205,22,4885,5192.74,0,0,750,73,39,NA
"4633",205,23,5266,5850.34,0,0,750,73,39,NA
"4634",205,24,5586,5804.99,0,0,749,73,39,NA
"4635",205,25,5602,6213.15,NA,NA,NA,NA,NA,NA
"4636",206,1,1021,1065.76,0,13,1305,51,30,9511.62
"4637",206,2,1009,1020.41,0,1,1344,76,38,9503.38
"4638",206,3,1035,1065.76,0,180,1023,86,18,9508.88
"4639",206,4,1068,1088.44,0,961,98,100,13,9495.25
"4640",206,5,1123,612.245,18,54,1188,29,20,9495.25
"4641",206,6,1234,702.948,34,33,1185,29,20,NA
"4642",207,1,948,748.299,8,1,1457,41,36,9513.25
"4643",207,2,937,680.272,0,1308,58,109,11,9537.62
"4644",207,3,915,952.381,0,1439,61,110,10,9545.5
"4645",207,4,899,1043.08,0,722,417,93,15,9555.62
"4646",207,5,933,861.678,750,0,0,20,20,9555.62
"4647",206,7,1256,975.057,560,0,174,21,20,NA
"4648",208,1,1048,1383.22,7,0,1162,42,35,9514.38
"4649",208,2,1105,1133.79,0,270,795,101,15,9491.12
"4650",208,3,1198,1179.14,0,1125,75,110,10,9463.25
"4651",208,4,1347,1519.27,0,54,1081,88,21,9419
"4652",208,5,1504,1405.9,0,61,1077,53,20,9419
"4653",206,8,786,408.163,33,14,1225,28,20,NA
"4654",206,9,801,430.839,81,6,1116,27,20,NA
"4655",206,10,803,566.893,108,0,1066,26,20,NA
"4656",208,6,1879,1564.63,NA,NA,NA,NA,NA,NA
"4657",206,11,730,544.218,128,0,1015,26,20,NA
"4658",206,12,645,476.19,108,0,1066,26,20,NA
"4659",206,13,551,362.812,73,4,1143,27,20,NA
"4660",206,14,497,158.73,2,87,1169,35,20,NA
"4661",206,15,526,226.757,0,71,1208,35,20,NA
"4662",206,16,561,498.866,11,54,1209,30,20,NA
"4663",206,17,571,362.812,8,25,1274,30,20,NA
"4664",206,18,622,408.163,8,25,1274,30,20,NA
"4665",206,19,661,566.893,50,30,1148,28,20,NA
"4666",206,20,646,453.515,33,14,1225,28,20,NA
"4667",206,21,604,476.19,42,7,1215,28,20,NA
"4668",206,22,619,589.569,81,6,1116,27,20,NA
"4669",206,23,599,408.163,81,6,1116,27,20,NA
"4670",206,24,532,408.163,55,17,1162,27,20,NA
"4671",206,25,532,362.812,NA,NA,NA,NA,NA,NA
"4672",209,1,1061,1020.41,1,1,1183,55,44,9512
"4673",209,2,1153,1201.81,0,1,1194,82,30,9479.5
"4674",209,3,1267,1587.3,0,22,1134,85,28,9440.88
"4675",209,4,1414,1519.27,0,272,792,104,15,9391.56
"4676",209,5,1580,1519.27,600,0,0,20,20,9391.56
"4677",209,6,1218,1428.57,600,0,0,20,20,NA
"4678",209,7,705,839.002,415,0,287,22,20,NA
"4679",209,8,328,453.515,87,0,970,26,20,NA
"4680",209,9,285,589.569,187,0,751,24,20,NA
"4681",209,10,130,340.136,39,0,1090,28,20,NA
"4682",209,11,110,272.109,0,16,1168,31,20,NA
"4683",209,12,125,136.054,0,60,1080,44,20,NA
"4684",209,13,144,226.757,0,65,1069,40,20,NA
"4685",209,14,183,204.082,0,65,1069,40,20,NA
"4686",209,15,203,317.46,0,44,1112,34,20,NA
"4687",209,16,231,294.785,57,0,1028,30,56,NA
"4688",209,17,202,181.406,52,0,1044,30,56,NA
"4689",209,18,170,204.082,70,0,986,30,56,NA
"4690",209,19,110,226.757,70,0,986,30,56,NA
"4691",209,20,61,113.379,70,0,986,30,56,NA
"4692",209,21,36,113.379,70,0,986,30,56,NA
"4693",209,22,18,45.351,NA,NA,NA,30,10,NA
"4694",210,1,942,975.057,2,0,739,39,47,9516.38
"4695",210,2,895,1020.41,0,0,749,69,40,9543
"4696",210,3,886,657.596,0,33,676,87,22,9563.38
"4697",210,4,873,839.002,0,598,91,109,11,9564.25
"4698",210,5,892,498.866,415,0,0,18,20,9564.25
"4699",210,6,600,158.73,0,2,742,80,34,NA
"4700",210,7,610,340.136,42,0,636,27,34,NA
"4701",210,8,618,408.163,115,0,474,24,34,NA
"4702",210,9,523,181.406,68,0,565,27,34,NA
"4703",210,10,483,181.406,68,0,565,27,34,NA
"4704",210,11,450,136.054,79,0,534,27,34,NA
"4705",210,12,389,45.351,0,0,750,45,34,NA
"4706",210,13,404,226.757,123,0,454,24,34,NA
"4707",210,14,297,68.027,0,0,750,50,34,NA
"4708",210,15,303,204.082,225,0,255,22,34,NA
"4709",210,16,140,45.351,0,0,750,77,34,NA
"4710",210,17,152,158.73,57,0,595,27,34,NA
"4711",210,18,98,68.027,0,2,743,82,34,NA
"4712",210,19,106,45.351,0,3,737,82,34,NA
"4713",210,20,101,90.703,0,0,749,82,34,NA
"4714",210,21,105,113.379,0,0,750,58,34,NA
"4715",210,22,110,90.703,0,0,750,58,34,NA
"4716",210,23,110,90.703,0,0,750,58,34,NA
"4717",210,24,113,90.703,0,0,750,58,34,NA
"4718",210,25,113,68.027,NA,NA,NA,NA,NA,NA
"4719",211,1,1052,1111.11,2,0,1188,49,43,9511
"4720",211,2,1131,1337.87,0,94,1019,84,19,9489.62
"4721",211,3,1267,1337.87,0,60,1070,95,21,9452.88
"4722",211,4,1398,1201.81,0,996,4,104,12,9386.25
"4723",211,5,1601,1587.3,920,0,0,13,20,9386.25
"4724",211,6,825,997.732,920,0,0,13,20,NA
"4725",211,7,191,317.46,0,70,1057,61,20,NA
"4726",211,8,218,453.515,600,0,0,20,20,NA
"4727",211,9,20,45.351,NA,NA,NA,70,20,NA
"4728",212,1,1011,1224.49,26,0,1248,37,55,9517.25
"4729",212,2,1069,929.705,0,113,1131,101,19,9506.5
"4730",212,3,1167,1065.76,0,1269,81,107,10,9476.5
"4731",212,4,1277,1609.98,0,1243,107,110,10,9436.88
"4732",212,5,1448,1269.84,0,1239,111,110,10,9436.88
"4733",212,6,1790,1315.19,0,1262,88,110,10,NA
"4734",212,7,2038,1746.03,0,1274,76,110,10,NA
"4735",212,8,2323,2585.03,0,1245,105,110,10,NA
"4736",212,9,2646,2698.41,0,1240,110,110,10,NA
"4737",212,10,3084,3174.6,0,1259,91,110,10,NA
"4738",212,11,3624,4126.98,0,1271,79,110,10,NA
"4739",212,12,4213,4149.66,0,1279,71,110,10,NA
"4740",212,13,4912,5079.37,0,1238,112,110,10,NA
"4741",212,14,5701,5600.91,0,1271,79,110,10,NA
"4742",212,15,5969,6417.23,0,1250,100,110,10,NA
"4743",212,16,6120,5918.37,0,1203,147,110,10,NA
"4744",212,17,6228,7006.8,0,1255,95,110,10,NA
"4745",212,18,6160,7210.88,0,1251,99,110,10,NA
"4746",212,19,6273,6916.1,0,1233,117,110,10,NA
"4747",212,20,6441,7278.91,0,1257,93,110,10,NA
"4748",212,21,6311,6326.53,0,1238,112,110,10,NA
"4749",212,22,6337,6235.83,0,1236,114,110,10,NA
"4750",212,23,6248,6507.94,0,1257,93,110,10,NA
"4751",212,24,6281,5827.66,0,1257,93,110,10,NA
"4752",212,25,6264,6235.83,NA,NA,NA,NA,NA,NA
"4753",213,1,971,884.354,0,13,1161,49,28,9510
"4754",213,2,947,1043.08,0,0,1197,69,38,9528.12
"4755",213,3,990,952.381,0,49,1092,81,21,9536
"4756",213,4,1005,975.057,0,162,905,90,18,9518
"4757",213,5,1059,952.381,856,0,0,14,40,9518
"4758",213,6,221,158.73,4,1,1177,46,40,NA
"4759",213,7,237,226.757,78,0,970,29,40,NA
"4760",213,8,182,181.406,81,0,959,29,40,NA
"4761",207,6,396,340.136,750,0,0,20,20,NA
"4762",207,7,79,90.703,NA,NA,NA,20,20,NA
"4763",213,9,107,90.703,25,0,1108,35,40,NA
"4764",213,10,85,45.351,0,1,1196,74,40,NA
"4765",213,11,101,68.027,0,1,1196,74,40,NA
"4766",213,12,107,204.082,15,0,1142,33,40,NA
"4767",213,13,108,90.703,22,0,1124,33,40,NA
"4768",213,14,87,90.703,NA,NA,NA,33,40,NA
"4769",214,1,997,770.975,6,0,1471,46,46,9512.25
"4770",214,2,966,1088.44,0,1463,37,109,10,9514.75
"4771",214,3,998,748.299,0,1402,98,110,10,9528.38
"4772",214,4,1028,544.218,0,1392,108,109,10,9518.5
"4773",214,5,1043,362.812,830,0,0,18,20,9518.5
"4774",214,6,417,226.757,NA,NA,NA,18,20,NA
"4775",215,1,935,1201.81,0,3,1489,45,29,9509.88
"4776",215,2,903,884.354,0,0,1500,59,44,9543.38
"4777",215,3,979,793.651,0,271,1037,87,17,9555.5
"4778",215,4,991,929.705,0,284,1016,90,17,9522.88
"4779",215,5,1034,793.651,1150,0,0,13,20,9522.88
"4780",215,6,189,204.082,0,5,1480,83,37,NA
"4781",215,7,171,158.73,28,0,1404,33,37,NA
"4782",215,8,153,158.73,28,0,1404,33,37,NA
"4783",215,9,132,68.027,0,31,1423,96,24,NA
"4784",215,10,137,136.054,12,0,1453,37,44,NA
"4785",215,11,126,90.703,10,0,1462,37,44,NA
"4786",215,12,118,204.082,37,0,1364,34,44,NA
"4787",215,13,104,90.703,23,0,1410,38,44,NA
"4788",215,14,93,68.027,7,0,1471,40,44,NA
"4789",215,15,79,158.73,30,0,1387,36,44,NA
"4790",215,16,48,45.351,14,0,1441,40,44,NA
"4791",216,1,928,839.002,0,2,1336,46,35,9508.5
"4792",216,2,920,997.732,0,2,1341,82,36,9544.75
"4793",216,3,954,907.029,0,1238,112,110,10,9550.38
"4794",216,4,956,975.057,0,1290,60,98,10,9532.25
"4795",216,5,1022,1247.17,675,0,0,20,20,9532.25
"4796",215,17,39,45.351,NA,NA,NA,44,44,NA
"4797",216,6,405,589.569,NA,NA,NA,NA,NA,NA
"4798",217,1,937,907.029,46,0,1189,34,51,9511.88
"4799",217,2,847,816.327,0,990,60,107,13,9541.38
"4800",217,3,861,1133.79,0,1255,95,107,10,9585.88
"4801",217,4,859,861.678,0,1168,61,109,11,9577.5
"4802",217,5,912,1292.52,29,11,1246,28,20,9577.5
"4803",217,6,1010,1292.52,0,574,489,28,15,NA
"4804",217,7,1029,1383.22,0,590,465,28,15,NA
"4805",217,8,1069,1360.54,0,540,540,28,15,NA
"4806",217,9,1116,1179.14,675,0,0,20,15,NA
"4807",217,10,567,839.002,242,342,304,22,15,NA
"4808",217,11,357,340.136,675,0,0,20,15,NA
"4809",217,12,76,181.406,NA,NA,NA,20,15,NA
"4810",218,1,969,816.327,0,0,600,53,56,9512.12
"4811",218,2,962,929.705,0,0,600,75,40,9526.12
"4812",218,3,981,1179.14,0,4,587,88,31,9529.38
"4813",218,4,1017,793.651,0,35,540,100,17,9521.25
"4814",218,5,1047,907.029,300,0,0,20,40,9521.25
"4815",218,6,855,612.245,NA,NA,NA,NA,NA,NA
"4816",219,1,996,952.381,2,0,1639,42,53,9512.12
"4817",219,2,983,839.002,1,3,1628,69,33,9514.25
"4818",219,3,996,929.705,0,1333,49,88,12,9519.38
"4819",219,4,1049,1292.52,0,1574,75,99,10,9518
"4820",219,5,1119,1609.98,825,0,0,20,20,9518
"4821",219,6,502,1088.44,825,0,0,20,20,NA
"4822",219,7,123,272.109,0,76,1497,60,20,NA
"4823",219,8,132,294.785,0,108,1433,60,20,NA
"4824",219,9,140,249.433,0,13,1610,70,30,NA
"4825",219,10,153,362.812,0,16,1597,70,30,NA
"4826",219,11,168,204.082,0,16,1602,80,30,NA
"4827",219,12,181,272.109,0,26,1568,80,30,NA
"4828",219,13,201,340.136,0,9,1618,80,30,NA
"4829",219,14,210,249.433,0,111,1428,80,20,NA
"4830",219,15,226,204.082,0,120,1408,90,20,NA
"4831",219,16,235,294.785,0,139,1371,90,20,NA
"4832",219,17,254,476.19,0,114,1421,90,20,NA
"4833",219,18,270,362.812,0,153,1354,100,19,NA
"4834",219,19,286,362.812,0,220,1228,100,19,NA
"4835",219,20,298,634.921,0,172,1320,100,19,NA
"4836",219,21,320,294.785,0,1564,86,110,10,NA
"4837",219,22,343,566.893,0,1556,94,110,10,NA
"4838",219,23,348,793.651,0,1569,81,110,10,NA
"4839",219,24,371,702.948,0,10,1618,89,29,NA
"4840",219,25,387,634.921,NA,NA,NA,NA,NA,NA
"4841",220,1,1037,1088.44,26,0,1699,37,69,9513.88
"4842",220,2,1058,1088.44,0,1351,39,105,13,9494.5
"4843",220,3,1137,1360.54,0,1733,67,109,10,9485.62
"4844",220,4,1283,1020.41,0,1762,38,109,10,9459.5
"4845",220,5,1474,1859.41,1729,0,71,10,110,9459.5
"4846",220,6,370,634.921,1,0,1791,60,60,NA
"4847",220,7,395,612.245,0,0,1798,60,60,NA
"4848",220,8,447,634.921,0,0,1800,60,60,NA
"4849",220,9,474,839.002,0,0,1800,60,60,NA
"4850",220,10,527,657.596,0,0,1800,70,50,NA
"4851",220,11,607,566.893,0,0,1800,70,50,NA
"4852",220,12,703,907.029,0,0,1800,70,50,NA
"4853",220,13,795,839.002,0,0,1798,70,50,NA
"4854",220,14,913,612.245,0,0,1800,70,50,NA
"4855",220,15,1056,861.678,0,0,1800,70,50,NA
"4856",220,16,1223,1360.54,0,0,1800,70,50,NA
"4857",220,17,1414,1428.57,0,0,1800,70,50,NA
"4858",220,18,1617,1904.76,0,0,1800,70,50,NA
"4859",220,19,1889,1836.73,0,0,1800,70,50,NA
"4860",220,20,2147,2222.22,0,0,1796,70,50,NA
"4861",220,21,2496,2879.82,0,1,1795,70,50,NA
"4862",220,22,2883,3265.31,0,0,1798,60,60,NA
"4863",220,23,3253,3197.28,0,0,1798,60,60,NA
"4864",220,24,3713,3696.15,1791,0,9,10,110,NA
"4865",220,25,2205,2811.79,NA,NA,NA,NA,NA,NA
"4866",221,1,1024,884.354,364,0,926,24,58,9511.38
"4867",221,2,645,566.893,0,1730,70,110,10,9499.25
"4868",221,3,678,702.948,0,1163,170,102,14,9686.88
"4869",221,4,715,544.218,0,1743,57,108,10,9672.75
"4870",221,5,761,770.975,0,0,1800,63,56,9672.75
"4871",221,6,872,793.651,21,0,1709,41,56,NA
"4872",221,7,918,839.002,21,0,1709,41,56,NA
"4873",221,8,990,1065.76,3,0,1785,41,56,NA
"4874",221,9,1098,1201.81,21,0,1709,41,56,NA
"4875",221,10,1121,1201.81,5,0,1771,41,56,NA
"4876",221,11,1212,1428.57,21,0,1709,41,56,NA
"4877",221,12,1261,1247.17,21,0,1709,41,56,NA
"4878",221,13,1341,1655.33,34,0,1653,41,56,NA
"4879",221,14,1428,1541.95,12,0,1747,41,56,NA
"4880",221,15,1487,1859.41,5,0,1771,41,56,NA
"4881",221,16,1605,1791.38,5,0,1771,41,56,NA
"4882",221,17,1737,1632.65,21,0,1709,41,56,NA
"4883",221,18,1906,1814.06,16,0,1721,41,56,NA
"4884",221,19,2032,2154.2,19,0,1711,41,56,NA
"4885",221,20,2211,1746.03,14,1,1732,41,56,NA
"4886",221,21,2438,1972.79,34,0,1653,41,56,NA
"4887",221,22,2657,2358.28,41,0,1622,41,56,NA
"4888",221,23,2806,2902.49,24,0,1687,41,56,NA
"4889",221,24,3054,3038.55,21,0,1709,41,56,NA
"4890",221,25,3297,3628.12,7,0,1764,41,56,NA
"4891",221,26,3623,3356.01,NA,NA,NA,NA,NA,NA
"4892",222,1,991,839.002,0,0,1048,56,39,9515.25
"4893",222,2,1018,1043.08,0,1,1046,78,31,9516.88
"4894",222,3,1123,1133.79,0,1026,24,97,10,9502.5
"4895",222,4,1232,770.975,0,94,879,101,18,9453.5
